PLAIN-3	breast cancer cells feed on cholesterol
PLAIN-2445	why do plantbased diets help rheumatoid arthritis
PLAIN-2446	interventional studies support the population data that animal protein consumption appears to markedly increase the risk of kidney stones
PLAIN-2446	how to prevent kidney stones with diet
PLAIN-2447	are the benefits of organic food underrated or overrated
PLAIN-2447	if we increased our consumption of conventionallyproduced fruits and vegetables how much cancer would be prevented versus how much cancer might be caused by the additional pesticide exposure
PLAIN-2448	are organic foods healthier
PLAIN-2448	test tube studies show advantages of organic produce  such as better cancer cell growth suppression  but what about in people  not petri dishes
PLAIN-2451	there appear to be no consistent differences in the level of vitamins and minerals in organic versus conventionally grown produce  but organic fruits and vegetables have more phenolic phytonutrients
PLAIN-2451	are organic foods more nutritious
PLAIN-2452	bowel wars  hydrogen sulfide vs butyrate
PLAIN-2452	sulfur dioxide preservatives in dried fruit  sulfites in wine  and the putrefaction of undigested animal protein in the colon can release hydrogen sulfide  the rotten egg gas associated with inflammatory bowel disease
PLAIN-2453	how to prevent high blood pressure with diet
PLAIN-2453	high blood pressure  the  1 killer risk factor in the world  may be eliminated with a healthy enough diet
PLAIN-2454	antioxidants and depression
PLAIN-2454	neither antioxidant or folic acid supplements seem to help with mood  but the consumption of antioxidantrich fruits and vegetables and folaterich beans and greens may lower the risk for depression
PLAIN-2455	crystallization of cholesterol may be what causes atherosclerotic plaque rupture  the trigger for heart attacks
PLAIN-2455	cholesterol crystals may tear through our artery lining
PLAIN-2456	death row nutrition offers some insight into the standard american diet
PLAIN-2456	what percent of americans lead healthy lifestyles
PLAIN-2457	c difficile superbugs in meat
PLAIN-2457	why does the united states appear to have the highest level of c diff contamination of the meat supply
PLAIN-2458	formula for childhood obesity
PLAIN-2458	feeding infants cow  s milk formula may adversely alter metabolic programming
PLAIN-2461	peppermint aromatherapy for nausea
PLAIN-2461	is the relief of nausea and vomiting after surgery from sniffing peppermint extract due to the mint  the alcohol vapors  or just the controlled breathing
PLAIN-2462	the negative impact of red meat on our cholesterol profile may be similar to that of white meat
PLAIN-2462	switching from beef to chicken  fish may not lower cholesterol
PLAIN-2463	does the threshold for toxicity of fructose apply to fruit or just to added industrial sugars such as sucrose and high fructose corn syrup
PLAIN-2463	how much fruit is too much
PLAIN-2464	diet and amyotrophic lateral sclerosis  als
PLAIN-2464	a neurotoxin called bmaa that concentrates in seafood may help explain clusters of lou gehrig s disease
PLAIN-2465	als  lou gehrig s disease   fishing for answers
PLAIN-2465	the neurotoxin bmaa is found in seafood and the brains of alzheimer  s and als victims  might dietary changes help prevent amyotrophic lateral sclerosis
PLAIN-2466	nutritional yeast to prevent the common cold
PLAIN-2466	beta glucan fiber in nutritional yeast may improve immune function but there is a concern about lead contamination in some brands
PLAIN-2467	is whole grain consumption just a marker for healthier behaviors or do whole grains have direct health benefits
PLAIN-2467	can oatmeal help fatty liver disease
PLAIN-2468	oatmeal lotion for chemotherapyinduced rash
PLAIN-2468	oats are put to the test against cetuximabtype chemo side effects to see just how soothing and antiinflammatory they can be
PLAIN-2471	freedom of information act documents show drug companies hid critical findings from doctors and the public
PLAIN-2471	do antidepressant drugs really work
PLAIN-2472	aerobic exercise interventions found comparable to antidepressant medication in the treatment of patients with major depressive disorder
PLAIN-2472	exercise vs drugs for depression
PLAIN-2473	improving on the mediterranean diet
PLAIN-2473	what are the four problematic nutritional aspects of even plantbased mediterranean diets
PLAIN-2474	do flexitarians live longer
PLAIN-2474	does just reducing one  s intake of meat  dairy  and eggs significantly reduce mortality
PLAIN-2475	of all the components of a healthy mediterranean diet  which are associated with a longer lifespan
PLAIN-2475	which parts of the mediterranean diet extended life
PLAIN-2476	a randomized controlled trial found that a mediterraneantype diet can dramatically lower the risk of subsequent heart attacks  how does it compare with plantbased diet data
PLAIN-2476	predimed  does eating nuts prevent strokes
PLAIN-2477	a randomized controlled trial found that a mediterraneantype diet can dramatically lower the risk of subsequent heart attacks  how does it compare with plantbased diet data
PLAIN-2477	the mediterranean diet or a whole food plantbased diet
PLAIN-2478	why was heart disease rare in the mediterranean
PLAIN-2478	what was it about the diet on the greek isle of crete in the 1950s that made it so healthy
PLAIN-2481	optimal cholesterol level
PLAIN-2481	why don  t authorities advocate a sufficient reduction in cholesterol down to safe levels
PLAIN-2482	reducing glycotoxin intake to prevent alzheimer s
PLAIN-2482	advanced glycation endproducts in our diet may suppress sirtuin enzyme activity and play a role in agerelated brain volume loss
PLAIN-2483	the cilantro gene
PLAIN-2483	why are there such polarizing opinions about the taste of the fresh herb cilantro  also known as coriander leaves
PLAIN-2484	employee wellness programs may help boost the corporate bottomline
PLAIN-2484	plantbased workplace intervention
PLAIN-2485	the reason those eating plantbased diets have less fat buildup in their muscle cells and less insulin resistance may be because saturated fats appear to impair blood sugar control the most
PLAIN-2485	lipotoxicity  how saturated fat raises blood sugar
PLAIN-2486	the spillover effect links obesity to diabetes
PLAIN-2486	being obese may result in as much insulin resistance as eating a high fat diet
PLAIN-2487	prediabetes and type 2 diabetes are caused by a drop in insulin sensitivity blamed on  intramyocellular lipid   the buildup of fat inside our muscle cells
PLAIN-2487	what causes insulin resistance
PLAIN-2488	the paleolithic period represents just the last 2 million years of human evolution  what did our bodies evolve to eat during the first 90  of our time on earth
PLAIN-2488	the problem with the paleo diet argument
PLAIN-2491	extraordinary results reported in a rare example of a doubleblinded  placebocontrolled  randomized trial of a dietary intervention  flaxseeds  to combat one of our leading killers  high blood pressure
PLAIN-2491	flax seeds for hypertension
PLAIN-2492	preventing alzheimer  s disease with plants
PLAIN-2492	if foods like berries and dark green leafy vegetables have been found protective against cognitive decline  why aren  t they recognized as such in many guidelines
PLAIN-2493	for those who sit most of the day and are unable to use a standing or treadmill desk or take frequent breaks from sitting should consider the regular ingestion of the spice turmeric to protect endothelial function
PLAIN-2493	turmeric curcumin vs exercise for artery function
PLAIN-2494	enhancing athletic performance with peppermint
PLAIN-2494	study finds remarkable improvements in exercise performance drinking homemade peppermint water  but there may be sideeffects
PLAIN-2495	never too late to start eating healthier
PLAIN-2495	since many tumors take decades to grow it  s remarkable that cancer risk can so dramatically be reduced even late in life
PLAIN-2496	the california raisin marketing board need not have funded such misleading studies given the healthfulness of their product
PLAIN-2496	are raisins good snacks for kids
PLAIN-2497	we  ve known for a half century that plantbased diets are associated with lower diabetes risk  but how low does one have to optimally go on animal product and junk food consumption
PLAIN-2497	plantbased diets and diabetes
PLAIN-2498	how many meet the simple seven
PLAIN-2498	the american heart association came up with seven simple lifestyle goals to combat the leading killer of men and women  heart disease
PLAIN-2501	which dietary factors affect breast cancer most
PLAIN-2501	american institute for cancer research recommendation compliance associated not only with cancer prevention and survival but less heart and respiratory disease mortality and a longer lifespan
PLAIN-2502	ciguatera poisoning  chronic fatigue syndrome
PLAIN-2502	the effects of the neurotoxins that can contaminate fish like red snapper and grouper can last for decades
PLAIN-2503	diets centered around whole plant foods may help prevent crohn  s disease through the benefits of fiber on the maintenance of intestinal barrier function and the avoidance of certain processed food additives such as polysorbate 80
PLAIN-2503	preventing crohn  s disease with diet
PLAIN-2504	why do vegan women have 5x fewer twins
PLAIN-2504	the hormones naturally found in foods of animal origin may help explain why women who eat conventional diets are five times more likely to give birth to twins than those eating plantbased diets
PLAIN-2505	the sex steroids found naturally in animal products likely exceed the hormonal impacts of endocrinedisrupting chemical pollutants
PLAIN-2505	estrogen in meat  dairy  and eggs
PLAIN-2506	can diet protect against kidney cancer
PLAIN-2506	plantbased diets appear to protect against renal cell carcinoma both directly and indirectly
PLAIN-2507	paleo diets may negate benefits of exercise
PLAIN-2507	the deleterious effects of a paleolithic diet appear to undermine the positive effects of a crossfitbased highintensity circuit training exercise program
PLAIN-2508	the reason artificially sweetened beverages have been associated with depression may be because of psychological disturbances recently tied to aspartame   equal  or  nutrasweet
PLAIN-2508	aspartame and the brain
PLAIN-2511	food industry funded research bias
PLAIN-2511	using the tobacco industry playbook  food companies have been caught trying to undermine public health policies by manipulating the scientific process
PLAIN-2512	dr walter kempner was a pioneer in the use of diet to treat lifethreatening chronic disease  utilizing a diet of mostly rice and fruit to cure malignant hypertension and reverse heart and kidney failure
PLAIN-2512	kempner rice diet  whipping us into shape
PLAIN-2513	back in circulation  sciatica and cholesterol
PLAIN-2513	atherosclerotic plaque clogging the arteries feeding our spine may lead to low back pain  disc degeneration  and sciatic nerve irritation
PLAIN-2514	if fructose is bad  what about fruit
PLAIN-2514	does the fructose naturally found in fruit and fruit juice have the same adverse effects as excess  industrial fructose   table sugar and high fructose corn syrup  and if not  why not
PLAIN-2515	preventing and treating chronic diseases such as heart disease  diabetes  and stroke with diet and lifestyle changes is not just safer but may be dramatically more effective
PLAIN-2515	eliminating 90  of heart disease risk
PLAIN-2516	inhibiting platelet activation with tomato seeds
PLAIN-2516	the yellow fluid around tomato seeds appears to suppress platelet activation without affecting blood clotting  this antiinflammatory effect may explain why eating tomato products is associated with lower cardiac mortality
PLAIN-2517	preventing alzheimer  s disease with diet
PLAIN-2517	the role of the mediterranean diet in preventing and treating dementia
PLAIN-2518	preventing alzheimer  s with lifestyle changes
PLAIN-2518	lifestyle changes could potentially prevent hundreds of thousands of cases of alzheimer  s disease every year in the united states
PLAIN-2521	the hormonal effects of the roundup pesticide on gmo soy put into perspective
PLAIN-2521	gmo soy and breast cancer
PLAIN-2522	is monsanto  s roundup pesticide glyphosate safe
PLAIN-2522	higher levels of pesticides on gmo soy is a concern since monsanto  s roundup has been shown to have adverse effects on human placental tissue
PLAIN-2523	are gmos safe  the case of roundup ready soy
PLAIN-2523	genetically engineered soybeans have significantly higher pesticide residues than organic or conventional nongmo soy
PLAIN-2524	are gmos safe  the case of bt corn
PLAIN-2524	so much of the information about genetically modified crops is wrong  on both sides of the debate  what does the best available evidence have to say about the human health implications of bt corn
PLAIN-2525	antibiotics  agribusinesses  pound of flesh
PLAIN-2525	the fda  s suggestion that the meat industry voluntarily stop feeding antibiotics by the ton to farm animals to fatten them faster falls short of the changes needed to forestall the epidemic of antibiotic resistance
PLAIN-2526	the movement to remove fast food operations from hospitals parallels the successful movement in the 80s to bar hospital tobacco sales
PLAIN-2526	hospitals selling sickness
PLAIN-2527	sex steroid hormones in meat  eggs  and dairy may help explain the link between saturated fat intake and declining sperm counts
PLAIN-2527	dairy estrogen and male fertility
PLAIN-2528	the role of diet in declining sperm counts
PLAIN-2528	the ongoing global drop in male fertility may be associated with saturated fat intake and lack of sufficient fruits and vegetables
PLAIN-2531	carcinogens in grilled and baked chicken may increase the risk of pancreatic cancer  while curcumin  the yellow pigment in the spice turmeric  may sometimes help even in advanced stages of the disease
PLAIN-2531	turmeric curcumin and pancreatic cancer
PLAIN-2532	flaxseed consumption may play a role in preventing and treating breast cancer by blocking the inflammatory effects of interleukin1
PLAIN-2532	can flax seeds help prevent breast cancer
PLAIN-2533	pcbs in children  s fish oil supplements
PLAIN-2533	a study of 13 overthecounter children  s fish oil supplements found that all were contaminated with pcb pollutants
PLAIN-2534	how much hibiscus tea is too much
PLAIN-2534	the impressive manganese content of hibiscus tea may be the limiting factor for safe daily levels of consumption
PLAIN-2535	the tea plant concentrates aluminum from the soil into tea leaves  but phytonutrients in tea bind to the metal and limit its absorption
PLAIN-2535	is there too much aluminum in tea
PLAIN-2536	protecting teeth from hibiscus tea
PLAIN-2536	how can we protect our tooth enamel from the erosive natural acids found in sour foods and beverages
PLAIN-2537	hibiscus tea vs plantbased diets for hypertension
PLAIN-2537	how do the bloodpressure lowering effects of hibiscus tea compare to the dash diet  a plantbased diet  and a longdistance endurance exercise
PLAIN-2538	lifestyle modification is considered the foundation of diabetes prevention  what dietary strategies should be employed and why don  t more doctors use them
PLAIN-2538	lifestyle medicine is the standard of care for prediabetes
PLAIN-2541	telomeres  cap it all off with diet
PLAIN-2541	is the reversal of cellular aging dr dean ornish demonstrated with lifestyle changes due to the plantbased diet  the exercise or just to the associated weight loss
PLAIN-2542	dr dean ornish showed that his plantbased diet  exercise  and stress management intervention could in effect reverse the aging of our dna  what effect might the stress management component have had
PLAIN-2542	does meditation affect cellular aging
PLAIN-2543	what a teaspoon a day of the spice turmeric may be able to do for those suffering from alzheimer  s disease
PLAIN-2543	treating alzheimer s with turmeric
PLAIN-2544	preventing alzheimer s with turmeric
PLAIN-2544	rural india has the lowest validated alzheimer  s rates in the world  is it due to the turmeric in their curry or their largely plantbased diets
PLAIN-2545	consumption of even small amounts of garlic or raisins are associated with significantly lower risk of pregnant women going into premature labor or having their water break too soon
PLAIN-2545	garlic and raisins to prevent premature birth
PLAIN-2546	dioxins in us farmraised catfish
PLAIN-2546	feed contaminated with toxic pollutants thought to originate from sewer sludge fed to chickens and fish results in human dioxin exposure through poultry  eggs  and catfish
PLAIN-2547	collaboration with the new vectors of disease
PLAIN-2547	appeasement of the food industry through partnerships with children  s organizations to steer the focus to inactivity rather than our diet recalls tobacco industrystyle tactics and may require tobacco industrystyle regulation
PLAIN-2548	four nuts once a month
PLAIN-2548	a single serving of brazil nuts may bring cholesterol levels down faster than statin drugs and keep them down even a month after that single ingestion
PLAIN-2551	treating gout with cherry juice
PLAIN-2551	cherry consumption has been shown to successfully prevent gout arthritis attacks  but what about cherry juice concentrate
PLAIN-2552	the emergence of pathogens resistant to even our antibiotics of last resort has raised the specter of a  postantibiotic age  in which drugs to fight infections may be useless  this has focused attention on the mass use of antibiotics in farm animal feed to promote growth and prevent infection in high density production
PLAIN-2552	mrsa superbugs in meat
PLAIN-2553	how to prevent prediabetes in children
PLAIN-2553	prediabetes is a disease in and of itself  associated with early damage to the eyes  kidneys  and heart  the explosion of diabetes in children is a result of our epidemic of childhood obesity  a plantbased diet may help  given that vegetarian kids grow up not only taller  but thinner
PLAIN-2554	approximately 1 in 3 americans have prediabetes  but only about 1 in 10 knows it  what works better at preventing it from turning into fullblown diabetes  drugs or diet and exercise
PLAIN-2554	how to prevent prediabetes from turning into diabetes
PLAIN-2555	legumes such as lentils  chickpeas  beans and split peas may reduce cholesterol so much that consumers may be able to get off their cholesterollowering statin drugs  but to profoundly alter heart disease risk we may have to more profoundly alter our diet
PLAIN-2555	beans  beans  they re good for your heart
PLAIN-2556	how to diagnose gluten intolerance
PLAIN-2556	after a formal evaluation to rule out celiac disease  those who suspect they might have gluten sensitivity should first try improving their diet and then have other causes excluded before going on a glutenfree diet  since as many as 1 in 3 people who avoid gluten for symptom control end up having a different disease altogether
PLAIN-2557	how common is gluten sensitivity  are there benefits of gluten  why does the medical profession explicitly advise against people who suspect they might be gluten intolerant from just going on a glutenfree diet
PLAIN-2557	glutenfree diets  separating the wheat from the chat
PLAIN-2558	for more than 30 years  the medical profession has debated the existence of an intolerance to the wheat protein  gluten  unrelated to allergy or celiac disease  what is the evidence pro and con
PLAIN-2558	is gluten sensitivity real
PLAIN-2561	second strategy to cooking broccoli
PLAIN-2561	adding myrosinase enzymes in the form of even a pinch of mustard powder to cooked cruciferous  cabbagefamily  vegetables like kale  collards or brussels sprouts can offer anticancer sulforaphane levels comparable to raw  removing the necessity to prechop for maximum health benefits
PLAIN-2562	the number one killer of americans may be not eating enough fruit  even if we just met the recommendations for fruit and vegetable intake we could save more than 100000 people a year  one of the mechanisms by which plant foods protect us is by keeping our platelets from becoming activated
PLAIN-2562	inhibiting platelet aggregation with berries
PLAIN-2563	by testing chicken feathers for chemical residues  researchers aim to find out what the poultry industry is feeding their birds  the presence of banned drugs and a broad range of pharmaceuticals raises concern  recalling the time in which des was fed to chickens for years after it was shown to cause human vagina cancer
PLAIN-2563	illegal drugs in chicken feathers
PLAIN-2564	there  s a cheap concoction one can make at home that safely wipes out cavityforming bacteria on our teeth better than chlorhexidine mouthwash and also reduces their plaqueforming ability
PLAIN-2564	what  s the best mouthwash
PLAIN-2565	which foods are best at removing carcinogenic bile acids from the body  asparagus  beets  broccoli  cabbage  carrots  cauliflower  collards  eggplant  green beans  kale  mustard greens  okra  or peppers  and do they work better raw or cooked
PLAIN-2565	which vegetable binds bile best
PLAIN-2566	the reason why women who have more frequent bowel movements appear to be at lower risk for breast cancer may be because bile acids absorbed from our intestines concentrate in the breast and have a estrogenlike tumor promoting effect
PLAIN-2566	breast cancer and constipation
PLAIN-2567	evidencebased medicine may ironically bias medical professionals against the power of dietary intervention
PLAIN-2567	evidencebased medicine or evidencebiased
PLAIN-2568	saving lives by treating acne with diet
PLAIN-2568	overactivated tor signaling may help explain link between acne and subsequent risk for prostate and breast cancer
PLAIN-2571	a headtohead test of adding beans versus portion control for metabolic syndrome
PLAIN-2571	preventing prediabetes by eating more
PLAIN-2572	which nut fights cancer better
PLAIN-2572	within hours the blood of those fed walnuts is able to suppress the growth of breast cancer cells in a petri dish  which nut might work best  thoughalmonds  brazil nuts  cashews  hazelnuts  macadamias  peanuts  pecans  pine nuts  pistachios  or walnuts
PLAIN-2573	kaiser permanente  the largest us managed care organization  publishes patient education materials to help make plantbased diets the  new normal  for patients and physicians
PLAIN-2573	what diet should physicians recommend
PLAIN-2574	based on studies linking coffee consumption with lower liver cancer risk  coffee is put to the test to see if it can help reduce liver damage in those with hepatitis c
PLAIN-2574	preventing liver cancer with coffee
PLAIN-2575	essential tremor and diet
PLAIN-2575	neurotoxins in chicken  such as the betacarboline alkaloid harman  may explain the link between meat consumption and hand tremor  the most common movement disorder
PLAIN-2576	does cooking meals at home lead to improved health outcomes  and how do tv dinners compare nutritionally to tv chef recipes
PLAIN-2576	cooking to live longer
PLAIN-2577	the best way to cook sweet potatoes
PLAIN-2577	how does sweet potato baking compare to boiling and steaming and should we eat the skin
PLAIN-2578	sweet potatoes are not just one of the healthiest and cheapest sources of nutrition  the predominant protein is a type of protease inhibitor that may have cancerfighting properties
PLAIN-2578	anticancer potential of sweet potato proteins
PLAIN-2581	dark chocolate and artery function
PLAIN-2581	what do studies not funded by the chocolate industry show about the effect of cocoa on arterial health
PLAIN-2582	broccoli  sprouts vs supplements
PLAIN-2582	broccoli sprouts are compared to  broccomax  supplements
PLAIN-2583	when low risk means high risk
PLAIN-2583	dr rose  s sick population concept may explain why many nutrition studies underestimate the role of diet in disease
PLAIN-2584	topical application of turmeric curcumin for cancer
PLAIN-2584	for accessible cancers such as skin  mouth  and vulva  the spice turmeric can be applied in an ointment  note  there  s an image of ulcerating breast cancer from 3  03 to 3  09 that viewers may find disturbing
PLAIN-2585	turmeric curcumin and colon cancer
PLAIN-2585	what role may the spice turmeric play in both the prevention of precancerous polyps and the treatment of colorectal cancer
PLAIN-2586	though the most concentrated sources of the toxic metal cadmium are cigarette smoke  seafood  and organ meats  does greater consumption from whole grains and vegetables present a concern
PLAIN-2586	cadmium and cancer  plant vs animal foods
PLAIN-2587	watermelon for sore muscle relief
PLAIN-2587	watermelon found to reduce muscle soreness after an intense workout without the gut leakiness that occurs within hours of taking antiinflammatory drugs like ibuprofen
PLAIN-2588	how do sweet cherries compare to the drug allopurinol and a low purine diet for the treatment of the painful inflammatory arthritis gout
PLAIN-2588	gout treatment with a cherry on top
PLAIN-2591	researchers find exercise often works just as well as drugs for the treatment of heart disease and stroke  and the prevention of diabetes  exercise is medicine
PLAIN-2591	longer life within walking distance
PLAIN-2592	four simple health behaviors may cut our risk of chronic disease by nearly 80   potentially dropping our risk of dying equivalent to that of being 14 years younger
PLAIN-2592	turning the clock back 14 years
PLAIN-2593	the first study to gauge how much longer we live based on the number of fruits and vegetables we eat suggests that a daily salad could add years to our lifespan
PLAIN-2593	fruits  veggies  and longevity  how many minutes per mouthful
PLAIN-2594	magic bullets vs promiscuous plants
PLAIN-2594	the pharmaceutical industry is starting to shift away from designing single target drugs to trying to affect multiple pathways simultaneously  much like compounds made by plants such as aspirin and curcumin  the pigment in the spice turmeric
PLAIN-2595	barriers to patent natural commodities such as the spice  turmeric  keeps prices low  but if no one profits  where is the research funding going to come from
PLAIN-2595	plants as intellectual property  patently wrong
PLAIN-2596	a new concept in biology tries to explain why the consumption of certain natural compounds in plants may mimic the lifespanenhancing benefits of caloric restriction
PLAIN-2596	xenohormesis  what doesn t kill plants may make us stronger
PLAIN-2597	plants and animal share similar biochemical pathways and signaling systems  which may explain why so many phytonutrients are beneficial to our physiology
PLAIN-2597	appropriating plant defenses
PLAIN-2598	the rising incidence of tickbite induced meat allergies may account for cases of previously unexplained   idiopathic   persistent hives among children
PLAIN-2598	tick bites  meat allergies  and chronic urticaria
PLAIN-2601	the latest metaanalysis of studies on egg consumption and heart disease risk found that even less than a single egg a day is associated with increased risk of both cardiovascular disease and diabetes
PLAIN-2601	debunking egg industry myths
PLAIN-2602	not eating walnuts may double our risk of dying from heart disease  compared to at least one serving a week   perhaps because nuts appear to improve endothelial function  allowing our arteries to better relax normally
PLAIN-2602	walnuts and artery function
PLAIN-2603	farmed atlantic salmon  the kind of salmon most commonly found in restaurants and supermarkets  may be the single largest source of toxic dietary pollutants
PLAIN-2603	pollutants in salmon and our own fat
PLAIN-2604	industrial pollutants that build up in our own body fat may help explain the link between obesity and diabetes
PLAIN-2604	diabetes and dioxins
PLAIN-2605	fish and diabetes
PLAIN-2605	the relationship between fish consumption and diabetes risk may be due to toxic pollutants that build up in the aquatic food chain
PLAIN-2606	cancer risk from french fries
PLAIN-2606	the association between cancer and the consumption of deepfried foods may be due to carcinogens formed at high temperatures in animal foods  heterocyclic amines and polycyclic hydrocarbons  and plant foods  acrylamide
PLAIN-2607	statin cholesterol drugs and invasive breast cancer
PLAIN-2607	reducing cholesterol levels may inhibit breast cancer development  but the longterm use of cholesterollowering statin drugs is associated with more than double the risk of both types of breast cancer  invasive ductal carcinoma and invasive lobular carcinoma
PLAIN-2608	cholesterol appears to stimulate the growth of human breast cancer cells  which may explain why phytosterolrich foods such as pumpkin seeds are associated with reduced breast cancer risk
PLAIN-2608	cholesterol feeds breast cancer cells
PLAIN-2611	treating asthma with fruits and vegetables
PLAIN-2611	increasing fruit and vegetable consumption to seven servings a day appears to cut asthma exacerbation rates in half  whereas restricting consumption to standard american diet levels leads to a significant worsening of lung function and asthma control
PLAIN-2612	preventing asthma with fruits and vegetables
PLAIN-2612	a study involving more than a million kids suggests the striking worldwide variation in childhood rates of allergies  asthma  and eczema is related to diet
PLAIN-2613	taxpayer subsidies for unhealthy foods
PLAIN-2613	what if billions in tax dollars were invested in healthier options rather than given to corporations to subsidize the very foods that are making us sick
PLAIN-2614	arseniccontaining drugs intentionally added to poultry feed to reduce the parasite burden and pinken the meat are apparently converted by cooking into carcinogenic inorganic arsenic compounds
PLAIN-2614	how many cancers have been caused by arseniclaced chicken
PLAIN-2615	california children are contaminated
PLAIN-2615	the levels of arsenic  banned pesticides  and dioxins exceeded cancer benchmarks in each of the 364 children tested  which foods were the primary sources of toxic pollutants for preschoolers and their parents
PLAIN-2616	the lifespan extension associated with dietary restriction may be due less to a reduction in calories  and more to a reduction in animal protein  particularly the amino acid leucine  which may accelerate aging via the enzyme tor
PLAIN-2616	caloric restriction vs animal protein restriction
PLAIN-2617	why do we age
PLAIN-2617	a bacteria discovered on easter island may hold the key to the proverbial fountain of youth by producing rapamycin  which inhibits the engineofaging enzyme tor
PLAIN-2618	a systematic review finds no evidence to support the notion that people should choose diets based on their blood type
PLAIN-2618	blood type diet debunked
PLAIN-2621	phytates for rehabilitating cancer cells
PLAIN-2621	unlike most other anticancer agents  the phytates naturally found in whole plant foods may trigger cancer cell differentiation  causing them to revert back to behaving more like normal cells
PLAIN-2622	phytates for the prevention of cancer
PLAIN-2622	phytic acid  phytate   concentrated in food such as beans  whole grains  and nuts  may help explain lower cancer rates among plantbased populations
PLAIN-2623	low carb diets and coronary blood flow
PLAIN-2623	blood flow within the hearts of those eating low carb diets was compared to those eating plantbased diets
PLAIN-2624	just a few small servings of nuts a week may increase our lifespan and lower cancer risk
PLAIN-2624	nuts may help prevent death
PLAIN-2625	turmeric curcumin reprogramming cancer cell death
PLAIN-2625	the spice turmeric appears to be able to switch back on the selfdestruct mechanism within cancer cells
PLAIN-2626	carcinogen blocking effects of turmeric
PLAIN-2626	less than a teaspoon a day of turmeric appears to significantly lower the dna mutating ability of cancercausing substances
PLAIN-2627	back to our roots  curry and cancer
PLAIN-2627	dramatically lower cancer rates in india may in part be attributable to their more plantbased  spicerich diet
PLAIN-2628	seeing red no 3  coloring to dye for
PLAIN-2628	the artificial food coloring red no 3 has yet to be banned despite its purported role in causing thousands of cases of thyroid cancer
PLAIN-2631	the consumption of blueberries and strawberries is associated with delayed cognitive aging by as much as 25 years  thought to be because of brainlocalizing anthocyanin phytonutrients  as shown on functional mri scans
PLAIN-2631	how to slow brain aging by two years
PLAIN-2632	used in about 8 million pounds of meat every year in the united states  the  meat glue  enzyme  transglutaminase  has potential food safety and allergy implications
PLAIN-2632	is meat glue safe
PLAIN-2633	is liquid smoke flavoring carcinogenic
PLAIN-2633	different brands of liquid smoke flavorings have been tested for dnadamaging potential  p53 activation  and levels of known carcinogens  smoked foods such as ham  turkey  barbeque chicken  herring  and salmon were also tested
PLAIN-2634	food antioxidants  stroke  and heart disease
PLAIN-2634	the oxidation of highfat and cholesterolrich foods in our stomachs may help explain why eating antioxidant packed foods appears to reduce heart attack and stroke risk
PLAIN-2635	food antioxidants and cancer
PLAIN-2635	antioxidant intake from foods  not supplements  is associated with lower cancer risk
PLAIN-2636	orange aromatherapy for anxiety
PLAIN-2636	the smell of sweet orange essential oil may have anxietyreducing properties without the potentially addictive  sedating  and adverse effects of valiumtype benzodiazepine drugs
PLAIN-2637	who says eggs aren t healthy or safe
PLAIN-2637	freedom of information act documents reveal that the us department of agriculture warned the egg industry that saying eggs are nutritious or safe may violate rules against false and misleading advertising
PLAIN-2638	how much exercise to sustain weight loss
PLAIN-2638	what role has inactivity played in the obesity epidemic and how much should we be exercising
PLAIN-2641	foster farms chicken may have infected and sickened more than 10000 people due to contamination of the meat with fecal material
PLAIN-2641	foster farms responds to chicken salmonella outbreaks
PLAIN-2642	organic produce may present less of a food safety risk  given the potential contamination of pesticides with fecal pathogens
PLAIN-2642	norovirus food poisoning from pesticides
PLAIN-2643	advice to eat oily fish or take fish oil to lower risk of heart disease  stroke  or mortality is no longer supported by the balance of available evidence
PLAIN-2643	is fish oil just snake oil
PLAIN-2644	should we take a multivitamin
PLAIN-2644	what does the best available science say about the role multivitamins may play in heart disease  cancer  and longevity
PLAIN-2645	an editorial by the director of yale s prevention research center on putting a face on the tragedy of millions suffering and dying from chronic diseases that could be prevented  treated  and reversed if doctors inspired lifestyle changes in their patients
PLAIN-2645	convincing doctors to embrace lifestyle medicine
PLAIN-2646	the famous surgeon denis burkitt suggests an explanation for why many of our most common and deadliest diseases were rare or even nonexistent in populations eating plantbased diets
PLAIN-2646	dr burkitt  s fword diet
PLAIN-2647	prostate cancer and organic milk vs almond milk
PLAIN-2647	does the hormonal stimulation of human prostate cancer cells by cow milk in a petri dish translate out clinically in studies of human populations
PLAIN-2648	who shouldn  t consume curcumin or turmeric
PLAIN-2648	just because something is natural and plantbased doesn  t mean it  s necessarily safe  those who are pregnant  have gallstones  or are susceptible to kidney stones may want to moderate their turmeric consumption
PLAIN-2651	randomized controlled trial comparing the safety and efficacy of drugs versus curcumin  the yellow pigment in the spice turmeric  for the treatment of autoimmune inflammatory rheumatoid arthritis
PLAIN-2651	turmeric curcumin and rheumatoid arthritis
PLAIN-2652	spicing up dna protection
PLAIN-2652	the dna of those cooking with spices such as ginger  rosemary  and turmeric appears less susceptible to breakage
PLAIN-2653	an elegant experiment is described in which the blood of those eating different types of spices such as cloves  ginger  rosemary  and turmeric is tested for antiinflammatory capacity
PLAIN-2653	which spices fight inflammation
PLAIN-2654	the level of multidrug antibiotic resistant bacteria contamination is compared between meat from animals raised conventionally and certified organic meat from animals raised without being fed antibiotics
PLAIN-2654	superbugs in conventional vs organic chicken
PLAIN-2655	bacon  eggs  and gestational diabetes during pregnancy
